Latitude (decimal degrees):	28.482
Longitude (decimal degrees):	-16.306
Elevation (m):	503
Radiation database:	PVGIS-SARAH3


Slope: 26 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	5.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0409,0.0,0.0,0.0,17.06,8.48,0.0
20230119:0509,0.0,0.0,0.0,17.16,8.41,0.0
20230119:0609,0.0,0.0,0.0,17.23,8.55,0.0
20230119:0709,0.0,0.0,0.0,16.96,9.1,0.0
20230119:0809,0.0,0.0,0.0,17.08,9.59,0.0
20230119:0909,364.1,104.32,13.05,17.26,9.24,0.0
20230119:1009,616.05,163.31,23.59,17.34,7.93,0.0
20230119:1109,1962.35,474.6,32.41,17.28,7.66,0.0
20230119:1209,904.15,230.15,38.6,17.04,8.41,0.0
20230119:1309,1143.05,285.28,41.15,17.1,8.97,0.0
20230119:1409,1163.3,289.83,39.49,17.12,8.9,0.0
20230119:1509,1806.0,437.23,34.01,17.08,8.48,0.0
20230119:1609,1426.15,348.75,25.67,17.28,8.97,0.0
20230119:1709,438.65,121.88,15.44,17.27,8.83,0.0
20230119:1809,10.35,10.55,4.01,17.21,9.03,0.0
20230119:1909,0.0,0.0,0.0,17.37,9.38,0.0
20230119:2009,0.0,0.0,0.0,17.42,9.72,0.0
20230119:2109,0.0,0.0,0.0,17.42,9.79,0.0
20230119:2209,0.0,0.0,0.0,17.38,10.07,0.0
20230119:2309,0.0,0.0,0.0,17.52,9.66,0.0
20230120:0009,0.0,0.0,0.0,17.37,10.14,0.0
20230120:0109,0.0,0.0,0.0,17.24,10.62,0.0
20230120:0209,0.0,0.0,0.0,17.27,10.41,0.0
20230120:0309,0.0,0.0,0.0,17.11,9.72,0.0
20230120:0409,0.0,0.0,0.0,17.15,9.38,0.0
20230120:0509,0.0,0.0,0.0,17.34,9.31,0.0
20230120:0609,0.0,0.0,0.0,17.37,9.45,0.0
20230120:0709,0.0,0.0,0.0,17.15,9.93,0.0
20230120:0809,0.0,0.96,1.47,17.34,9.86,0.0
20230120:0909,1405.35,352.12,13.13,17.5,10.07,0.0
20230120:1009,1815.85,439.29,23.69,17.49,8.76,0.0
20230120:1109,3158.9,760.76,32.55,17.6,8.21,0.0
20230120:1209,3568.05,865.25,38.78,17.67,8.07,0.0
20230120:1309,1799.65,438.94,41.36,17.7,7.93,0.0
20230120:1409,1728.4,422.11,39.72,17.76,7.93,0.0
20230120:1509,1094.4,274.6,34.23,17.69,7.79,0.0
20230120:1609,1072.7,268.75,25.88,17.67,7.86,0.0
20230120:1709,738.0,192.62,15.63,17.64,8.0,0.0
20230120:1809,100.35,41.11,4.19,17.6,8.14,0.0
20230120:1909,0.0,0.0,0.0,17.53,8.07,0.0
20230120:2009,0.0,0.0,0.0,17.57,8.07,0.0
20230120:2109,0.0,0.0,0.0,17.6,8.07,0.0
20230120:2209,0.0,0.0,0.0,17.6,7.24,0.0
20230120:2309,0.0,0.0,0.0,17.59,8.0,0.0
20230121:0009,0.0,0.0,0.0,17.54,8.55,0.0
20230121:0109,0.0,0.0,0.0,17.53,8.83,0.0
20230121:0209,0.0,0.0,0.0,17.47,8.83,0.0
20230121:0309,0.0,0.0,0.0,17.58,8.55,0.0
20230121:0409,0.0,0.0,0.0,17.65,8.34,0.0
20230121:0509,0.0,0.0,0.0,17.67,8.21,0.0
20230121:0609,0.0,0.0,0.0,17.69,8.14,0.0
20230121:0709,0.0,0.0,0.0,17.57,8.28,0.0
20230121:0809,0.0,0.96,1.53,17.55,8.34,0.0
20230121:0909,1272.55,321.01,13.21,17.53,8.41,0.0
20230121:1009,646.35,170.64,23.8,17.67,7.31,0.0
20230121:1109,2628.85,634.66,32.69,17.67,7.31,0.0
20230121:1209,1451.65,358.31,38.96,17.8,7.1,0.0
20230121:1309,1522.55,375.29,41.57,17.81,6.97,0.0
20230121:1409,2044.45,497.85,39.95,17.81,6.83,0.0
20230121:1509,2277.6,551.64,34.45,17.89,7.17,0.0
20230121:1609,2466.7,595.66,26.09,18.04,7.59,0.0
20230121:1709,776.2,202.01,15.83,18.18,8.0,0.0
20230121:1809,278.6,95.19,4.36,18.29,8.14,0.0
20230121:1909,0.0,0.0,0.0,18.44,7.72,0.0
20230121:2009,0.0,0.0,0.0,18.69,7.66,0.0
20230121:2109,0.0,0.0,0.0,18.66,7.93,0.0
20230121:2209,0.0,0.0,0.0,18.5,8.41,0.0
20230121:2309,0.0,0.0,0.0,18.37,8.62,0.0
20230122:0009,0.0,0.0,0.0,18.24,8.48,0.0
20230122:0109,0.0,0.0,0.0,18.1,8.14,0.0
20230122:0209,0.0,0.0,0.0,17.92,8.07,0.0
20230122:0309,0.0,0.0,0.0,17.92,7.93,0.0
20230122:0409,0.0,0.0,0.0,17.93,8.07,0.0
20230122:0509,0.0,0.0,0.0,17.91,8.07,0.0
20230122:0609,0.0,0.0,0.0,17.86,8.55,0.0
20230122:0709,0.0,0.0,0.0,17.78,8.55,0.0
20230122:0809,0.0,1.92,1.59,17.54,8.21,0.0
20230122:0909,335.25,97.55,13.29,17.66,7.93,0.0
20230122:1009,1908.6,463.96,23.92,17.75,6.55,0.0
20230122:1109,1509.45,370.5,32.85,17.71,7.17,0.0
20230122:1209,649.75,171.7,39.16,17.6,7.45,0.0
20230122:1309,3612.3,877.39,41.8,17.38,7.79,0.0
20230122:1409,2767.1,666.8,40.18,17.45,8.41,0.0
20230122:1509,2079.85,501.45,34.68,17.51,8.97,0.0
20230122:1609,1822.7,440.46,26.3,17.6,9.38,0.0
20230122:1709,672.8,177.08,16.02,17.58,8.97,0.0
20230122:1809,104.3,41.9,4.54,17.49,8.48,0.0
20230122:1909,0.0,0.0,0.0,17.37,8.55,0.0
20230122:2009,0.0,0.0,0.0,17.31,8.69,0.0
20230122:2109,0.0,0.0,0.0,17.37,8.9,0.0
20230122:2209,0.0,0.0,0.0,17.32,9.17,0.0
20230122:2309,0.0,0.0,0.0,17.29,9.24,0.0
20230123:0009,0.0,0.0,0.0,17.42,9.31,0.0
20230123:0109,0.0,0.0,0.0,17.54,9.1,0.0
20230123:0209,0.0,0.0,0.0,17.64,8.83,0.0
20230123:0309,0.0,0.0,0.0,17.5,8.28,0.0
20230123:0409,0.0,0.0,0.0,17.63,7.72,0.0
20230123:0509,0.0,0.0,0.0,17.69,8.14,0.0
20230123:0609,0.0,0.0,0.0,17.15,9.24,0.0
20230123:0709,0.0,0.0,0.0,17.01,10.0,0.0
20230123:0809,0.0,0.96,1.65,17.08,9.72,0.0
20230123:0909,97.55,37.41,13.38,17.01,8.76,0.0
20230123:1009,854.35,217.92,24.04,17.09,8.21,0.0
20230123:1109,1264.5,313.08,33.0,17.34,7.93,0.0
20230123:1209,1178.7,294.26,39.35,17.45,7.79,0.0
20230123:1309,646.85,170.74,42.03,17.28,7.79,0.0
20230123:1409,2715.95,655.36,40.42,17.06,7.59,0.0
20230123:1509,2138.7,516.48,34.91,16.94,7.17,0.0
20230123:1609,2335.0,562.84,26.52,16.98,6.83,0.0
20230123:1709,937.95,239.02,16.22,16.98,6.69,0.0
20230123:1809,106.6,42.34,4.72,16.99,6.69,0.0
20230123:1909,0.0,0.0,0.0,16.99,6.97,0.0
20230123:2009,0.0,0.0,0.0,16.98,7.24,0.0
20230123:2109,0.0,0.0,0.0,16.97,7.03,0.0
20230123:2209,0.0,0.0,0.0,17.43,6.14,0.0
20230123:2309,0.0,0.0,0.0,17.45,6.0,0.0
20230124:0009,0.0,0.0,0.0,17.38,6.0,0.0
20230124:0109,0.0,0.0,0.0,17.28,6.0,0.0
20230124:0209,0.0,0.0,0.0,17.23,6.21,0.0
20230124:0309,0.0,0.0,0.0,17.14,6.41,0.0
20230124:0409,0.0,0.0,0.0,17.08,6.69,0.0
20230124:0509,0.0,0.0,0.0,17.01,6.69,0.0
20230124:0609,0.0,0.0,0.0,17.01,6.48,0.0
20230124:0709,0.0,0.0,0.0,17.06,6.28,0.0
20230124:0809,1.8,6.71,1.72,17.17,6.34,0.0
20230124:0909,1250.65,316.46,13.47,17.27,6.34,0.0
20230124:1009,2337.95,566.19,24.16,17.33,6.21,0.0
20230124:1109,2872.1,696.99,33.17,17.39,6.07,0.0
20230124:1209,3304.15,807.51,39.56,17.49,6.07,0.0
20230124:1309,3485.45,853.15,42.26,17.52,6.41,0.0
20230124:1409,3407.35,830.73,40.67,17.49,6.76,0.0
20230124:1509,1701.1,415.38,35.15,17.46,6.9,0.0
20230124:1609,1586.3,387.49,26.73,17.44,6.97,0.0
20230124:1709,936.5,239.04,16.42,17.43,6.83,0.0
20230124:1809,122.45,47.02,4.9,17.47,6.83,0.0
20230124:1909,0.0,0.0,0.0,17.46,7.03,0.0
20230124:2009,0.0,0.0,0.0,17.36,7.17,0.0
20230124:2109,0.0,0.0,0.0,17.31,7.45,0.0
20230124:2209,0.0,0.0,0.0,17.16,6.9,0.0
20230124:2309,0.0,0.0,0.0,16.96,6.69,0.0
20230125:0009,0.0,0.0,0.0,16.78,6.62,0.0
20230125:0109,0.0,0.0,0.0,16.65,6.69,0.0
20230125:0209,0.0,0.0,0.0,16.5,6.76,0.0
20230125:0309,0.0,0.0,0.0,16.36,6.76,0.0
20230125:0409,0.0,0.0,0.0,16.29,6.69,0.0
20230125:0509,0.0,0.0,0.0,16.28,6.62,0.0
20230125:0609,0.0,0.0,0.0,16.34,6.69,0.0
20230125:0709,0.0,0.0,0.0,16.34,7.1,0.0
20230125:0809,0.05,5.76,1.8,16.34,7.52,0.0
20230125:0909,221.45,69.22,13.57,16.35,7.66,0.0
20230125:1009,1399.25,342.31,24.29,16.4,7.17,0.0
20230125:1109,3290.5,793.74,33.34,16.38,6.83,0.0
20230125:1209,3773.5,917.6,39.77,16.33,6.83,0.0
20230125:1309,3408.6,825.96,42.5,16.34,7.03,0.0
20230125:1409,2766.2,666.06,40.92,16.36,7.38,0.0
20230125:1509,2801.2,671.72,35.39,16.39,7.86,0.0
20230125:1609,2395.85,573.36,26.95,16.49,8.34,0.0
20230125:1709,1459.4,359.98,16.61,16.61,8.83,0.0
20230125:1809,205.95,71.31,5.08,16.77,9.17,0.0
20230125:1909,0.0,0.0,0.0,16.84,9.24,0.0
20230125:2009,0.0,0.0,0.0,16.77,9.24,0.0
20230125:2109,0.0,0.0,0.0,16.62,8.97,0.0
20230125:2209,0.0,0.0,0.0,16.48,7.66,0.0
20230125:2309,0.0,0.0,0.0,16.38,7.86,0.0
20230126:0009,0.0,0.0,0.0,16.19,8.9,0.0
20230126:0109,0.0,0.0,0.0,16.1,10.07,0.0
20230126:0209,0.0,0.0,0.0,16.1,10.14,0.0
20230126:0309,0.0,0.0,0.0,16.14,9.72,0.0
20230126:0409,0.0,0.0,0.0,16.12,9.66,0.0
20230126:0509,0.0,0.0,0.0,16.04,9.59,0.0
20230126:0609,0.0,0.0,0.0,16.02,9.72,0.0
20230126:0709,0.0,0.0,0.0,16.1,10.0,0.0
20230126:0809,1.85,6.71,1.88,16.16,10.21,0.0
20230126:0909,927.75,236.73,13.68,16.22,10.34,0.0
20230126:1009,481.15,131.2,24.43,16.24,8.9,0.0
20230126:1109,1580.4,383.54,33.51,16.16,8.48,0.0
20230126:1209,3811.35,919.21,39.98,16.05,8.14,0.0
20230126:1309,4095.6,992.34,42.75,16.03,8.14,0.0
20230126:1409,3747.95,903.09,41.18,16.05,8.34,0.0
20230126:1509,3548.4,849.17,35.63,16.08,8.83,0.0
20230126:1609,2015.15,482.07,27.18,16.09,9.38,0.0
20230126:1709,1296.85,320.7,16.82,16.08,9.1,0.0
20230126:1809,409.3,129.49,5.26,16.18,8.97,0.0
20230126:1909,0.0,0.0,0.0,16.34,8.83,0.0
20230126:2009,0.0,0.0,0.0,16.46,8.76,0.0
20230126:2109,0.0,0.0,0.0,16.5,8.55,0.0
20230126:2209,0.0,0.0,0.0,16.49,8.14,0.0
20230126:2309,0.0,0.0,0.0,16.49,7.86,0.0
20230127:0009,0.0,0.0,0.0,16.41,7.79,0.0
20230127:0109,0.0,0.0,0.0,16.2,7.52,0.0
20230127:0209,0.0,0.0,0.0,16.0,7.31,0.0
20230127:0309,0.0,0.0,0.0,15.81,7.03,0.0
20230127:0409,0.0,0.0,0.0,15.66,6.9,0.0
20230127:0509,0.0,0.0,0.0,15.54,6.83,0.0
20230127:0609,0.0,0.0,0.0,15.45,6.83,0.0
20230127:0709,0.0,0.0,0.0,15.37,6.9,0.0
20230127:0809,0.0,1.92,1.96,15.32,6.83,0.0
20230127:0909,732.75,190.73,13.79,15.37,6.97,0.0
20230127:1009,1992.1,477.36,24.57,15.49,7.72,0.0
20230127:1109,2821.7,677.32,33.69,15.81,6.76,0.0
20230127:1209,3074.5,742.82,40.21,16.13,6.62,0.0
20230127:1309,4134.05,1014.37,43.0,16.48,6.62,0.0
20230127:1409,3397.3,825.24,41.44,16.85,6.9,0.0
20230127:1509,1422.05,349.55,35.88,17.01,7.52,0.0
20230127:1609,1115.85,278.03,27.4,17.03,8.07,0.0
20230127:1709,519.45,140.78,17.02,17.09,8.28,0.0
20230127:1809,44.05,22.06,5.44,17.09,8.21,0.0
20230127:1909,0.0,0.0,0.0,16.78,8.28,0.0
20230127:2009,0.0,0.0,0.0,16.39,8.69,0.0
20230127:2109,0.0,0.0,0.0,16.48,9.03,0.0
20230127:2209,0.0,0.0,0.0,16.82,7.72,0.0
20230127:2309,0.0,0.0,0.0,16.86,7.86,0.0
20230128:0009,0.0,0.0,0.0,16.71,8.41,0.0
20230128:0109,0.0,0.0,0.0,16.61,8.34,0.0
20230128:0209,0.0,0.0,0.0,16.67,7.72,0.0
20230128:0309,0.0,0.0,0.0,16.79,7.38,0.0
20230128:0409,0.0,0.0,0.0,17.04,7.1,0.0
20230128:0509,0.0,0.0,0.0,16.91,7.1,0.0
20230128:0609,0.0,0.0,0.0,16.7,7.45,0.0
20230128:0709,0.0,0.0,0.0,16.65,7.66,0.0
20230128:0809,5.85,8.63,2.05,16.66,7.59,0.0
20230128:0909,333.3,96.73,13.9,16.76,7.24,0.0
20230128:1009,1130.65,281.08,24.72,16.94,8.0,0.0
20230128:1109,596.15,158.27,33.88,16.37,7.79,0.0
20230128:1209,3693.35,889.89,40.43,16.14,8.21,0.0
20230128:1309,2056.85,496.0,43.26,16.5,8.76,0.0
20230128:1409,1412.35,346.51,41.7,16.58,9.03,0.0
20230128:1509,1327.25,326.4,36.13,16.58,8.83,0.0
20230128:1609,2017.35,483.89,27.63,16.3,8.55,0.0
20230128:1709,554.7,148.24,17.22,15.82,8.28,0.0
20230128:1809,122.85,45.98,5.63,15.6,7.79,0.0
20230128:1909,0.0,0.0,0.0,15.94,7.24,0.0
20230128:2009,0.0,0.0,0.0,16.47,7.38,0.0
20230128:2109,0.0,0.0,0.0,16.56,7.66,0.0
20230128:2209,0.0,0.0,0.0,16.79,7.66,0.0
20230128:2309,0.0,0.0,0.0,16.26,7.72,0.0
20230129:0009,0.0,0.0,0.0,15.78,7.52,0.0
20230129:0109,0.0,0.0,0.0,15.39,7.24,0.0
20230129:0209,0.0,0.0,0.0,15.46,7.03,0.0
20230129:0309,0.0,0.0,0.0,15.47,6.76,0.0
20230129:0409,0.0,0.0,0.0,15.62,6.48,0.0
20230129:0509,0.0,0.0,0.0,15.63,6.34,0.0
20230129:0609,0.0,0.0,0.0,15.5,6.14,0.0
20230129:0709,0.0,0.0,0.0,15.44,5.86,0.0
20230129:0809,1.85,6.71,2.15,15.29,5.52,0.0
20230129:0909,141.85,48.92,14.02,15.42,5.38,0.0
20230129:1009,288.25,85.37,24.87,15.43,4.21,0.0
20230129:1109,1330.3,328.38,34.07,15.52,4.21,0.0
20230129:1209,3738.8,920.28,40.67,15.47,4.55,0.0
20230129:1309,3925.7,965.05,43.53,15.24,5.1,0.0
20230129:1409,726.6,188.0,41.97,15.06,5.52,0.0
20230129:1509,1636.9,397.45,36.39,15.01,5.66,0.0
20230129:1609,2207.85,530.03,27.86,15.04,5.66,0.0
20230129:1709,1468.3,361.69,17.43,15.05,5.31,0.0
20230129:1809,417.65,128.74,5.81,15.05,4.9,0.0
20230129:1909,0.0,0.0,0.0,15.13,4.83,0.0
20230129:2009,0.0,0.0,0.0,15.12,4.76,0.0
20230129:2109,0.0,0.0,0.0,15.05,4.41,0.0
20230129:2209,0.0,0.0,0.0,15.22,4.21,0.0
20230129:2309,0.0,0.0,0.0,15.19,3.66,0.0
20230130:0009,0.0,0.0,0.0,15.16,3.1,0.0
20230130:0109,0.0,0.0,0.0,15.01,2.76,0.0
20230130:0209,0.0,0.0,0.0,14.86,2.9,0.0
20230130:0309,0.0,0.0,0.0,14.72,2.9,0.0
20230130:0409,0.0,0.0,0.0,14.67,3.1,0.0
20230130:0509,0.0,0.0,0.0,14.69,3.17,0.0
20230130:0609,0.0,0.0,0.0,14.83,3.24,0.0
20230130:0709,0.0,0.0,0.0,14.92,4.0,0.0
20230130:0809,0.0,1.92,2.25,14.87,4.55,0.0
20230130:0909,1037.15,262.73,14.15,14.82,5.03,0.0
20230130:1009,2638.65,634.57,25.03,15.49,5.86,0.0
20230130:1109,2706.2,651.61,34.27,15.38,5.59,0.0
20230130:1209,2635.75,636.97,40.91,15.36,5.38,0.0
20230130:1309,1864.95,452.9,43.79,15.21,5.31,0.0
20230130:1409,3623.25,885.28,42.24,15.43,5.31,0.0
20230130:1509,3334.75,810.45,36.64,15.66,5.24,0.0
20230130:1609,2045.55,494.28,28.09,15.97,5.45,0.0
20230130:1709,1188.7,296.96,17.63,16.13,5.52,0.0
20230130:1809,148.85,53.11,5.99,16.22,5.45,0.0
20230130:1909,0.0,0.0,0.0,16.26,5.52,0.0
20230130:2009,0.0,0.0,0.0,16.28,5.66,0.0
20230130:2109,0.0,0.0,0.0,16.35,5.52,0.0
20230130:2209,0.0,0.0,0.0,16.22,5.03,0.0
20230130:2309,0.0,0.0,0.0,16.3,4.76,0.0
20230131:0009,0.0,0.0,0.0,16.34,5.38,0.0
20230131:0109,0.0,0.0,0.0,16.34,5.79,0.0
20230131:0209,0.0,0.0,0.0,16.33,6.0,0.0
20230131:0309,0.0,0.0,0.0,16.12,5.86,0.0
20230131:0409,0.0,0.0,0.0,15.94,6.14,0.0
20230131:0509,0.0,0.0,0.0,15.71,6.48,0.0
20230131:0609,0.0,0.0,0.0,15.6,6.55,0.0
20230131:0709,0.0,0.0,0.0,15.67,6.62,0.0
20230131:0809,101.05,46.41,2.35,15.84,6.34,0.0
20230131:0909,1256.05,316.36,14.28,16.09,5.72,0.0
20230131:1009,2265.65,544.85,25.2,16.2,6.76,0.0
20230131:1109,307.35,90.17,34.47,16.26,6.21,0.0
20230131:1209,2205.35,534.52,41.15,16.16,5.72,0.0
20230131:1309,1003.05,252.91,44.07,15.95,5.72,0.0
20230131:1409,1089.55,272.83,42.52,15.87,5.79,0.0
20230131:1509,1984.15,480.06,36.9,15.79,5.79,0.0
20230131:1609,2705.55,651.64,28.32,15.83,5.72,0.0
20230131:1709,1295.75,321.69,17.84,15.9,5.66,0.0
20230131:1809,365.15,113.58,6.18,15.97,5.86,0.0
20230131:1909,0.0,0.0,0.0,15.94,5.79,0.0
20230131:2009,0.0,0.0,0.0,15.81,5.79,0.0
20230131:2109,0.0,0.0,0.0,15.57,5.72,0.0
20230131:2209,0.0,0.0,0.0,15.93,5.03,0.0
20230131:2309,0.0,0.0,0.0,15.89,4.21,0.0
20230201:0009,0.0,0.0,0.0,15.92,4.14,0.0
20230201:0109,0.0,0.0,0.0,15.97,4.76,0.0
20230201:0209,0.0,0.0,0.0,15.97,5.31,0.0
20230201:0309,0.0,0.0,0.0,15.96,5.52,0.0
20230201:0409,0.0,0.0,0.0,15.88,5.86,0.0
20230201:0509,0.0,0.0,0.0,15.8,6.28,0.0
20230201:0609,0.0,0.0,0.0,15.74,6.34,0.0
20230201:0709,0.0,0.0,0.0,15.75,6.21,0.0
20230201:0809,0.0,3.84,2.47,15.68,6.0,0.0
20230201:0909,1488.85,372.14,14.42,15.71,5.72,0.0
20230201:1009,2470.35,595.69,25.36,15.67,5.38,0.0
20230201:1109,3502.3,856.77,34.68,15.84,4.76,0.0
20230201:1209,3843.8,951.33,41.4,15.88,4.48,0.0
20230201:1309,3960.55,984.07,44.35,15.89,4.48,0.0
20230201:1409,3891.0,960.29,42.81,15.94,4.97,0.0
20230201:1509,3495.95,852.37,37.17,15.95,5.31,0.0
20230201:1609,2774.4,670.51,28.56,16.06,5.38,0.0
20230201:1709,1712.0,421.87,18.05,16.18,5.24,0.0
20230201:1809,500.55,151.41,6.36,16.31,5.03,0.0
20230201:1909,0.0,0.0,0.0,16.41,4.76,0.0
20230201:2009,0.0,0.0,0.0,16.6,4.48,0.0
20230201:2109,0.0,0.0,0.0,16.78,4.0,0.0
20230201:2209,0.0,0.0,0.0,16.5,2.14,0.0
20230201:2309,0.0,0.0,0.0,16.51,1.72,0.0
20230202:0009,0.0,0.0,0.0,16.46,2.0,0.0
20230202:0109,0.0,0.0,0.0,16.44,2.28,0.0
20230202:0209,0.0,0.0,0.0,16.45,2.62,0.0
20230202:0309,0.0,0.0,0.0,16.5,3.52,0.0
20230202:0409,0.0,0.0,0.0,16.61,4.76,0.0
20230202:0509,0.0,0.0,0.0,16.68,6.21,0.0
20230202:0609,0.0,0.0,0.0,16.74,7.1,0.0
20230202:0709,0.0,0.0,0.0,16.8,7.66,0.0
20230202:0809,17.25,14.24,2.58,16.84,8.14,0.0
20230202:0909,539.6,145.99,14.56,16.95,8.48,0.0
20230202:1009,1623.7,395.8,25.54,16.89,6.48,0.0
20230202:1109,3266.05,791.01,34.9,17.04,6.76,0.0
20230202:1209,3699.2,902.35,41.66,17.05,6.9,0.0
20230202:1309,4121.45,1010.7,44.63,16.97,7.1,0.0
20230202:1409,3962.1,966.93,43.09,16.9,7.31,0.0
20230202:1509,3568.2,864.07,37.43,16.87,7.31,0.0
20230202:1609,2772.2,666.87,28.79,16.94,7.31,0.0
20230202:1709,1658.85,408.39,18.25,17.01,7.1,0.0
20230202:1809,431.95,131.93,6.55,17.09,6.83,0.0
20230202:1909,0.0,0.0,0.0,17.16,6.28,0.0
20230202:2009,0.0,0.0,0.0,17.25,5.93,0.0
20230202:2109,0.0,0.0,0.0,17.31,5.93,0.0
20230202:2209,0.0,0.0,0.0,17.38,4.9,0.0
20230202:2309,0.0,0.0,0.0,17.37,5.52,0.0
20230203:0009,0.0,0.0,0.0,17.2,5.72,0.0
20230203:0109,0.0,0.0,0.0,16.95,6.14,0.0
20230203:0209,0.0,0.0,0.0,16.69,6.76,0.0
20230203:0309,0.0,0.0,0.0,16.5,6.9,0.0
20230203:0409,0.0,0.0,0.0,16.4,6.9,0.0
20230203:0509,0.0,0.0,0.0,16.33,6.69,0.0
20230203:0609,0.0,0.0,0.0,16.3,6.48,0.0
20230203:0709,0.0,0.0,0.0,16.28,6.21,0.0
20230203:0809,133.9,57.2,2.7,16.28,6.07,0.0
20230203:0909,720.95,188.81,14.7,16.38,6.14,0.0
20230203:1009,1737.9,423.29,25.72,16.46,5.17,0.0
20230203:1109,2941.0,714.93,35.12,16.58,5.24,0.0
20230203:1209,3863.05,955.99,41.92,16.64,4.97,0.0
20230203:1309,4046.85,1010.0,44.92,16.64,4.62,0.0
20230203:1409,3778.3,937.1,43.38,16.61,4.62,0.0
20230203:1509,3345.2,820.83,37.7,16.6,4.69,0.0
20230203:1609,2459.1,597.88,29.03,16.59,4.55,0.0
20230203:1709,1666.95,412.66,18.46,16.61,4.48,0.0
20230203:1809,474.75,143.69,6.73,16.68,4.14,0.0
20230203:1909,0.0,0.0,0.0,16.67,3.93,0.0
20230203:2009,0.0,0.0,0.0,16.67,3.72,0.0
20230203:2109,0.0,0.0,0.0,16.68,3.79,0.0
20230203:2209,0.0,0.0,0.0,16.67,3.38,0.0
20230203:2309,0.0,0.0,0.0,16.69,3.66,0.0
20230204:0009,0.0,0.0,0.0,16.63,3.66,0.0
20230204:0109,0.0,0.0,0.0,16.51,3.79,0.0
20230204:0209,0.0,0.0,0.0,16.39,4.07,0.0
20230204:0309,0.0,0.0,0.0,16.24,4.14,0.0
20230204:0409,0.0,0.0,0.0,16.1,3.93,0.0
20230204:0509,0.0,0.0,0.0,16.06,3.86,0.0
20230204:0609,0.0,0.0,0.0,16.08,4.28,0.0
20230204:0709,0.0,0.0,0.0,16.05,4.62,0.0
20230204:0809,37.85,21.99,2.83,15.86,4.62,0.0
20230204:0909,470.3,129.25,14.85,15.85,4.76,0.0
20230204:1009,441.3,121.82,25.9,15.37,4.41,0.0
20230204:1109,1007.95,254.03,35.34,15.46,3.93,0.0
20230204:1209,3789.6,939.75,42.19,15.08,3.79,0.0
20230204:1309,3659.35,907.47,45.22,15.2,3.79,0.0
20230204:1409,3081.95,754.66,43.68,15.3,4.07,0.0
20230204:1509,2921.3,708.17,37.97,15.31,4.83,0.0
20230204:1609,2709.3,654.89,29.27,15.37,4.69,0.0
20230204:1709,724.3,188.23,18.67,15.51,3.86,0.0
20230204:1809,8.15,9.59,6.92,15.72,3.38,0.0
20230204:1909,0.0,0.0,0.0,15.8,3.31,0.0
20230204:2009,0.0,0.0,0.0,15.77,3.59,0.0
20230204:2109,0.0,0.0,0.0,15.75,3.86,0.0
20230204:2209,0.0,0.0,0.0,16.01,5.45,0.0
20230204:2309,0.0,0.0,0.0,15.89,5.24,0.0
20230205:0009,0.0,0.0,0.0,15.83,4.83,0.0
20230205:0109,0.0,0.0,0.0,15.74,4.69,0.0
20230205:0209,0.0,0.0,0.0,15.75,4.9,0.0
20230205:0309,0.0,0.0,0.0,15.81,4.97,0.0
20230205:0409,0.0,0.0,0.0,15.85,5.03,0.0
20230205:0509,0.0,0.0,0.0,15.82,5.24,0.0
20230205:0609,0.0,0.0,0.0,15.79,5.1,0.0
20230205:0709,0.0,0.0,0.0,15.8,5.1,0.0
20230205:0809,142.85,59.51,2.96,15.82,5.31,0.0
20230205:0909,1436.7,359.45,15.01,15.9,5.86,0.0
20230205:1009,1611.75,396.51,26.09,15.98,2.83,0.0
20230205:1109,3340.2,834.09,35.57,16.33,2.69,0.0
20230205:1209,2042.3,503.17,42.46,16.5,3.03,0.0
20230205:1309,2125.05,522.27,45.52,16.57,3.66,0.0
20230205:1409,3132.55,770.86,43.98,16.58,4.34,0.0
20230205:1509,3503.15,858.56,38.24,16.61,5.1,0.0
20230205:1609,2777.4,672.52,29.51,16.63,5.52,0.0
20230205:1709,1829.95,451.44,18.88,16.72,5.03,0.0
20230205:1809,523.75,156.67,7.1,16.96,4.55,0.0
20230205:1909,0.0,0.0,0.0,17.01,3.79,0.0
20230205:2009,0.0,0.0,0.0,17.01,3.86,0.0
20230205:2109,0.0,0.0,0.0,16.89,3.79,0.0
20230205:2209,0.0,0.0,0.0,16.76,4.07,0.0
20230205:2309,0.0,0.0,0.0,16.64,4.41,0.0
20230206:0009,0.0,0.0,0.0,16.35,4.55,0.0
20230206:0109,0.0,0.0,0.0,16.16,4.21,0.0
20230206:0209,0.0,0.0,0.0,16.05,4.0,0.0
20230206:0309,0.0,0.0,0.0,15.98,3.31,0.0
20230206:0409,0.0,0.0,0.0,15.94,2.83,0.0
20230206:0509,0.0,0.0,0.0,15.78,2.76,0.0
20230206:0609,0.0,0.0,0.0,15.77,3.03,0.0
20230206:0709,0.0,0.0,0.0,15.82,2.9,0.0
20230206:0809,121.6,51.76,3.1,15.84,2.62,0.0
20230206:0909,1386.2,350.98,15.17,15.92,2.62,0.0
20230206:1009,2606.1,644.42,26.29,16.24,2.34,0.0
20230206:1109,2011.85,495.67,35.81,16.42,2.55,0.0
20230206:1209,1878.25,462.76,42.74,16.42,3.17,0.0
20230206:1309,3533.65,878.17,45.82,16.35,3.93,0.0
